ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_dithiophene_OH_6.UDS
ï™êÕì˙éû:	16:53:39, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.003
799.50	0.003
799.00	0.004
798.50	0.004
798.00	0.003
797.50	0.004
797.00	0.004
796.50	0.004
796.00	0.004
795.50	0.004
795.00	0.004
794.50	0.004
794.00	0.004
793.50	0.004
793.00	0.004
792.50	0.004
792.00	0.004
791.50	0.004
791.00	0.004
790.50	0.004
790.00	0.004
789.50	0.004
789.00	0.004
788.50	0.004
788.00	0.004
787.50	0.004
787.00	0.004
786.50	0.004
786.00	0.004
785.50	0.004
785.00	0.004
784.50	0.004
784.00	0.004
783.50	0.004
783.00	0.004
782.50	0.004
782.00	0.004
781.50	0.005
781.00	0.005
780.50	0.005
780.00	0.005
779.50	0.005
779.00	0.005
778.50	0.005
778.00	0.005
777.50	0.005
777.00	0.005
776.50	0.005
776.00	0.005
775.50	0.005
775.00	0.005
774.50	0.005
774.00	0.005
773.50	0.005
773.00	0.005
772.50	0.005
772.00	0.005
771.50	0.005
771.00	0.005
770.50	0.006
770.00	0.006
769.50	0.006
769.00	0.006
768.50	0.006
768.00	0.006
767.50	0.006
767.00	0.006
766.50	0.006
766.00	0.006
765.50	0.006
765.00	0.006
764.50	0.006
764.00	0.006
763.50	0.006
763.00	0.006
762.50	0.006
762.00	0.007
761.50	0.007
761.00	0.007
760.50	0.007
760.00	0.007
759.50	0.008
759.00	0.008
758.50	0.008
758.00	0.008
757.50	0.008
757.00	0.008
756.50	0.008
756.00	0.008
755.50	0.008
755.00	0.008
754.50	0.008
754.00	0.008
753.50	0.009
753.00	0.009
752.50	0.009
752.00	0.010
751.50	0.010
751.00	0.010
750.50	0.010
750.00	0.010
749.50	0.010
749.00	0.010
748.50	0.010
748.00	0.010
747.50	0.011
747.00	0.011
746.50	0.011
746.00	0.012
745.50	0.012
745.00	0.012
744.50	0.012
744.00	0.013
743.50	0.013
743.00	0.013
742.50	0.014
742.00	0.014
741.50	0.014
741.00	0.015
740.50	0.015
740.00	0.015
739.50	0.015
739.00	0.015
738.50	0.016
738.00	0.016
737.50	0.017
737.00	0.017
736.50	0.017
736.00	0.018
735.50	0.019
735.00	0.019
734.50	0.019
734.00	0.020
733.50	0.021
733.00	0.021
732.50	0.022
732.00	0.023
731.50	0.023
731.00	0.024
730.50	0.025
730.00	0.026
729.50	0.026
729.00	0.027
728.50	0.027
728.00	0.028
727.50	0.029
727.00	0.030
726.50	0.031
726.00	0.032
725.50	0.034
725.00	0.035
724.50	0.036
724.00	0.037
723.50	0.038
723.00	0.039
722.50	0.040
722.00	0.042
721.50	0.043
721.00	0.044
720.50	0.046
720.00	0.047
719.50	0.049
719.00	0.050
718.50	0.052
718.00	0.054
717.50	0.055
717.00	0.057
716.50	0.058
716.00	0.060
715.50	0.062
715.00	0.063
714.50	0.065
714.00	0.067
713.50	0.069
713.00	0.071
712.50	0.073
712.00	0.075
711.50	0.077
711.00	0.080
710.50	0.082
710.00	0.084
709.50	0.086
709.00	0.089
708.50	0.091
708.00	0.093
707.50	0.096
707.00	0.098
706.50	0.101
706.00	0.103
705.50	0.106
705.00	0.108
704.50	0.111
704.00	0.114
703.50	0.116
703.00	0.119
702.50	0.121
702.00	0.124
701.50	0.126
701.00	0.129
700.50	0.131
700.00	0.134
699.50	0.136
699.00	0.139
698.50	0.142
698.00	0.144
697.50	0.147
697.00	0.149
696.50	0.152
696.00	0.154
695.50	0.156
695.00	0.159
694.50	0.161
694.00	0.163
693.50	0.165
693.00	0.167
692.50	0.169
692.00	0.171
691.50	0.172
691.00	0.174
690.50	0.176
690.00	0.177
689.50	0.179
689.00	0.180
688.50	0.181
688.00	0.183
687.50	0.184
687.00	0.185
686.50	0.186
686.00	0.187
685.50	0.187
685.00	0.188
684.50	0.188
684.00	0.188
683.50	0.188
683.00	0.188
682.50	0.188
682.00	0.189
681.50	0.188
681.00	0.188
680.50	0.188
680.00	0.187
679.50	0.186
679.00	0.185
678.50	0.184
678.00	0.183
677.50	0.182
677.00	0.181
676.50	0.180
676.00	0.179
675.50	0.178
675.00	0.176
674.50	0.174
674.00	0.173
673.50	0.171
673.00	0.169
672.50	0.167
672.00	0.165
671.50	0.163
671.00	0.161
670.50	0.159
670.00	0.157
669.50	0.155
669.00	0.153
668.50	0.151
668.00	0.149
667.50	0.147
667.00	0.145
666.50	0.143
666.00	0.141
665.50	0.139
665.00	0.136
664.50	0.134
664.00	0.132
663.50	0.130
663.00	0.128
662.50	0.126
662.00	0.124
661.50	0.122
661.00	0.121
660.50	0.119
660.00	0.117
659.50	0.115
659.00	0.113
658.50	0.111
658.00	0.109
657.50	0.108
