ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_dithiophene_OH_150.UDS
ï™êÕì˙éû:	17:57:28, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.004
799.50	0.004
799.00	0.004
798.50	0.004
798.00	0.004
797.50	0.004
797.00	0.004
796.50	0.004
796.00	0.004
795.50	0.004
795.00	0.004
794.50	0.004
794.00	0.004
793.50	0.004
793.00	0.005
792.50	0.005
792.00	0.005
791.50	0.005
791.00	0.005
790.50	0.005
790.00	0.005
789.50	0.005
789.00	0.005
788.50	0.005
788.00	0.005
787.50	0.005
787.00	0.005
786.50	0.005
786.00	0.005
785.50	0.005
785.00	0.005
784.50	0.005
784.00	0.005
783.50	0.006
783.00	0.006
782.50	0.006
782.00	0.006
781.50	0.006
781.00	0.006
780.50	0.006
780.00	0.005
779.50	0.005
779.00	0.005
778.50	0.005
778.00	0.005
777.50	0.005
777.00	0.005
776.50	0.006
776.00	0.006
775.50	0.006
775.00	0.006
774.50	0.006
774.00	0.006
773.50	0.006
773.00	0.006
772.50	0.006
772.00	0.006
771.50	0.006
771.00	0.006
770.50	0.007
770.00	0.007
769.50	0.007
769.00	0.007
768.50	0.007
768.00	0.007
767.50	0.007
767.00	0.007
766.50	0.007
766.00	0.007
765.50	0.007
765.00	0.007
764.50	0.007
764.00	0.007
763.50	0.007
763.00	0.008
762.50	0.008
762.00	0.008
761.50	0.008
761.00	0.008
760.50	0.009
760.00	0.009
759.50	0.009
759.00	0.009
758.50	0.009
758.00	0.009
757.50	0.009
757.00	0.009
756.50	0.009
756.00	0.009
755.50	0.009
755.00	0.010
754.50	0.010
754.00	0.010
753.50	0.010
753.00	0.010
752.50	0.010
752.00	0.011
751.50	0.011
751.00	0.012
750.50	0.012
750.00	0.012
749.50	0.012
749.00	0.012
748.50	0.012
748.00	0.012
747.50	0.013
747.00	0.013
746.50	0.013
746.00	0.014
745.50	0.014
745.00	0.014
744.50	0.015
744.00	0.015
743.50	0.015
743.00	0.016
742.50	0.016
742.00	0.016
741.50	0.017
741.00	0.017
740.50	0.018
740.00	0.018
739.50	0.018
739.00	0.019
738.50	0.019
738.00	0.020
737.50	0.020
737.00	0.021
736.50	0.022
736.00	0.022
735.50	0.023
735.00	0.023
734.50	0.024
734.00	0.025
733.50	0.025
733.00	0.026
732.50	0.027
732.00	0.028
731.50	0.029
731.00	0.029
730.50	0.030
730.00	0.031
729.50	0.032
729.00	0.033
728.50	0.034
728.00	0.035
727.50	0.036
727.00	0.037
726.50	0.039
726.00	0.040
725.50	0.041
725.00	0.043
724.50	0.044
724.00	0.046
723.50	0.047
723.00	0.048
722.50	0.050
722.00	0.051
721.50	0.053
721.00	0.055
720.50	0.056
720.00	0.058
719.50	0.060
719.00	0.062
718.50	0.064
718.00	0.066
717.50	0.068
717.00	0.070
716.50	0.072
716.00	0.075
715.50	0.077
715.00	0.079
714.50	0.081
714.00	0.084
713.50	0.086
713.00	0.089
712.50	0.091
712.00	0.094
711.50	0.097
711.00	0.100
710.50	0.103
710.00	0.105
709.50	0.108
709.00	0.111
708.50	0.114
708.00	0.117
707.50	0.121
707.00	0.124
706.50	0.127
706.00	0.131
705.50	0.134
705.00	0.138
704.50	0.141
704.00	0.145
703.50	0.148
703.00	0.152
702.50	0.155
702.00	0.159
701.50	0.162
701.00	0.166
700.50	0.169
700.00	0.173
699.50	0.176
699.00	0.180
698.50	0.183
698.00	0.187
697.50	0.191
697.00	0.194
696.50	0.198
696.00	0.201
695.50	0.205
695.00	0.208
694.50	0.211
694.00	0.214
693.50	0.217
693.00	0.220
692.50	0.223
692.00	0.225
691.50	0.228
691.00	0.231
690.50	0.233
690.00	0.236
689.50	0.238
689.00	0.240
688.50	0.242
688.00	0.244
687.50	0.246
687.00	0.247
686.50	0.249
686.00	0.250
685.50	0.252
685.00	0.253
684.50	0.253
684.00	0.254
683.50	0.255
683.00	0.255
682.50	0.255
682.00	0.256
681.50	0.256
681.00	0.256
680.50	0.256
680.00	0.255
679.50	0.254
679.00	0.253
678.50	0.253
678.00	0.252
677.50	0.251
677.00	0.249
676.50	0.248
676.00	0.246
675.50	0.245
675.00	0.243
674.50	0.241
674.00	0.239
673.50	0.236
673.00	0.234
672.50	0.232
672.00	0.229
671.50	0.227
671.00	0.225
670.50	0.222
670.00	0.219
669.50	0.217
669.00	0.214
668.50	0.211
668.00	0.208
667.50	0.205
667.00	0.203
666.50	0.200
666.00	0.197
665.50	0.194
665.00	0.191
664.50	0.188
664.00	0.185
663.50	0.182
663.00	0.179
662.50	0.176
662.00	0.173
661.50	0.170
661.00	0.168
660.50	0.165
660.00	0.163
659.50	0.160
659.00	0.157
658.50	0.155
658.00	0.152
657.50	0.149
657.00	0.147
656.50	0.145
656.00	0.143
655.50	0.141
655.00	0.139
654.50	0.137
654.00	0.134
653.50	0.132
653.00	0.130
652.50	0.128
652.00	0.127
651.50	0.125
651.00	0.124
650.50	0.122
650.00	0.121
649.50	0.119
649.00	0.118
648.50	0.117
648.00	0.115
647.50	0.114
647.00	0.113
646.50	0.112
646.00	0.111
645.50	0.110
645.00	0.110
644.50	0.109
644.00	0.108
643.50	0.108
643.00	0.107
642.50	0.106
642.00	0.105
641.50	0.105
641.00	0.104
640.50	0.104
640.00	0.104
639.50	0.103
639.00	0.102
638.50	0.102
638.00	0.101
637.50	0.101
637.00	0.101
636.50	0.100
636.00	0.100
635.50	0.100
635.00	0.100
634.50	0.099
634.00	0.099
633.50	0.099
633.00	0.098
632.50	0.098
632.00	0.098
631.50	0.097
631.00	0.097
630.50	0.097
630.00	0.097
629.50	0.097
629.00	0.096
628.50	0.096
628.00	0.095
627.50	0.095
627.00	0.094
626.50	0.094
626.00	0.094
625.50	0.093
625.00	0.093
624.50	0.092
624.00	0.092
623.50	0.091
623.00	0.090
622.50	0.090
622.00	0.089
621.50	0.089
621.00	0.088
620.50	0.087
620.00	0.087
619.50	0.086
619.00	0.086
618.50	0.085
618.00	0.084
617.50	0.084
617.00	0.083
616.50	0.082
616.00	0.082
615.50	0.081
615.00	0.081
614.50	0.080
614.00	0.079
613.50	0.079
613.00	0.078
612.50	0.077
612.00	0.077
611.50	0.076
611.00	0.075
610.50	0.075
610.00	0.074
609.50	0.074
609.00	0.073
608.50	0.073
608.00	0.073
607.50	0.072
607.00	0.072
606.50	0.072
606.00	0.071
605.50	0.071
605.00	0.071
604.50	0.071
604.00	0.071
603.50	0.071
603.00	0.070
602.50	0.070
602.00	0.070
601.50	0.070
601.00	0.070
600.50	0.070
600.00	0.070
599.50	0.070
599.00	0.070
598.50	0.070
598.00	0.071
597.50	0.071
597.00	0.071
596.50	0.071
596.00	0.071
595.50	0.072
595.00	0.072
594.50	0.072
594.00	0.072
593.50	0.072
593.00	0.072
592.50	0.072
592.00	0.072
591.50	0.072
591.00	0.073
590.50	0.072
590.00	0.072
589.50	0.072
589.00	0.072
588.50	0.072
588.00	0.072
587.50	0.071
587.00	0.071
586.50	0.070
586.00	0.070
585.50	0.069
585.00	0.069
584.50	0.068
584.00	0.068
583.50	0.067
583.00	0.066
582.50	0.066
582.00	0.065
581.50	0.064
581.00	0.063
580.50	0.062
580.00	0.062
579.50	0.061
579.00	0.060
578.50	0.059
578.00	0.059
577.50	0.058
577.00	0.057
576.50	0.056
576.00	0.055
575.50	0.054
575.00	0.053
574.50	0.053
574.00	0.052
573.50	0.051
573.00	0.051
572.50	0.050
572.00	0.050
571.50	0.049
571.00	0.048
570.50	0.048
570.00	0.047
569.50	0.047
569.00	0.047
568.50	0.046
568.00	0.046
567.50	0.046
567.00	0.045
566.50	0.045
566.00	0.045
565.50	0.045
565.00	0.045
564.50	0.045
564.00	0.045
563.50	0.044
563.00	0.044
562.50	0.044
562.00	0.044
561.50	0.045
561.00	0.045
560.50	0.045
560.00	0.045
559.50	0.045
559.00	0.045
558.50	0.045
558.00	0.045
557.50	0.046
557.00	0.046
556.50	0.047
556.00	0.047
555.50	0.047
555.00	0.048
554.50	0.049
554.00	0.049
553.50	0.049
553.00	0.050
552.50	0.051
552.00	0.051
551.50	0.052
551.00	0.052
550.50	0.053
550.00	0.053
549.50	0.054
549.00	0.055
548.50	0.055
548.00	0.056
547.50	0.056
547.00	0.057
546.50	0.057
546.00	0.058
545.50	0.058
545.00	0.059
544.50	0.059
544.00	0.060
543.50	0.061
543.00	0.061
542.50	0.061
542.00	0.062
541.50	0.062
541.00	0.062
540.50	0.062
540.00	0.062
