ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_dithiophene_OH_3.UDS
ï™êÕì˙éû:	15:44:17, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.001
799.50	0.001
799.00	0.001
798.50	0.001
798.00	0.001
797.50	0.001
797.00	0.001
796.50	0.001
796.00	0.001
795.50	0.001
795.00	0.001
794.50	0.001
794.00	0.001
793.50	0.001
793.00	0.001
792.50	0.001
792.00	0.001
791.50	0.001
791.00	0.001
790.50	0.001
790.00	0.001
789.50	0.001
789.00	0.001
788.50	0.001
788.00	0.001
787.50	0.001
787.00	0.001
786.50	0.001
786.00	0.001
785.50	0.001
785.00	0.001
784.50	0.001
784.00	0.001
783.50	0.001
783.00	0.001
782.50	0.001
782.00	0.001
781.50	0.001
781.00	0.001
780.50	0.001
780.00	0.001
779.50	0.001
779.00	0.001
778.50	0.001
778.00	0.001
777.50	0.002
777.00	0.002
776.50	0.002
776.00	0.002
775.50	0.002
775.00	0.002
774.50	0.002
774.00	0.002
773.50	0.002
773.00	0.002
772.50	0.002
772.00	0.002
771.50	0.002
771.00	0.002
770.50	0.002
770.00	0.002
769.50	0.002
769.00	0.002
768.50	0.002
768.00	0.002
767.50	0.002
767.00	0.002
766.50	0.002
766.00	0.002
765.50	0.002
765.00	0.002
764.50	0.002
764.00	0.002
763.50	0.002
763.00	0.003
762.50	0.003
762.00	0.003
761.50	0.003
761.00	0.003
760.50	0.003
760.00	0.003
759.50	0.004
759.00	0.004
758.50	0.004
758.00	0.004
757.50	0.003
757.00	0.004
756.50	0.004
756.00	0.004
755.50	0.004
755.00	0.004
754.50	0.004
754.00	0.004
753.50	0.004
753.00	0.004
752.50	0.004
752.00	0.005
751.50	0.005
751.00	0.005
750.50	0.005
750.00	0.005
749.50	0.005
749.00	0.005
748.50	0.005
748.00	0.005
747.50	0.005
747.00	0.005
746.50	0.006
746.00	0.006
745.50	0.006
745.00	0.006
744.50	0.006
744.00	0.007
743.50	0.007
743.00	0.007
742.50	0.007
742.00	0.008
741.50	0.008
741.00	0.008
740.50	0.009
740.00	0.009
739.50	0.009
739.00	0.009
738.50	0.009
738.00	0.010
737.50	0.010
737.00	0.010
736.50	0.010
736.00	0.011
735.50	0.011
735.00	0.011
734.50	0.012
734.00	0.012
733.50	0.013
733.00	0.013
732.50	0.014
732.00	0.014
731.50	0.015
731.00	0.015
730.50	0.015
730.00	0.016
729.50	0.016
729.00	0.017
728.50	0.017
728.00	0.018
727.50	0.019
727.00	0.019
726.50	0.020
726.00	0.021
725.50	0.022
725.00	0.022
724.50	0.023
724.00	0.024
723.50	0.024
723.00	0.025
722.50	0.026
722.00	0.027
721.50	0.028
721.00	0.029
720.50	0.030
720.00	0.031
719.50	0.032
719.00	0.033
718.50	0.033
718.00	0.034
717.50	0.035
717.00	0.036
716.50	0.038
716.00	0.039
715.50	0.040
715.00	0.041
714.50	0.042
714.00	0.043
713.50	0.044
713.00	0.045
712.50	0.047
712.00	0.048
711.50	0.050
711.00	0.051
710.50	0.053
710.00	0.054
709.50	0.056
709.00	0.057
708.50	0.059
708.00	0.060
707.50	0.061
707.00	0.063
706.50	0.065
706.00	0.066
705.50	0.068
705.00	0.070
704.50	0.071
704.00	0.073
703.50	0.075
703.00	0.076
702.50	0.078
702.00	0.079
701.50	0.081
701.00	0.083
700.50	0.084
700.00	0.086
699.50	0.087
699.00	0.089
698.50	0.091
698.00	0.092
697.50	0.094
697.00	0.095
696.50	0.097
696.00	0.098
695.50	0.099
695.00	0.101
694.50	0.102
694.00	0.103
693.50	0.105
693.00	0.106
692.50	0.107
692.00	0.108
691.50	0.109
691.00	0.110
690.50	0.110
690.00	0.111
689.50	0.112
689.00	0.113
688.50	0.114
688.00	0.114
687.50	0.115
687.00	0.115
686.50	0.115
686.00	0.116
685.50	0.116
685.00	0.116
684.50	0.116
684.00	0.116
683.50	0.116
683.00	0.116
682.50	0.116
682.00	0.116
681.50	0.116
681.00	0.116
680.50	0.115
680.00	0.115
679.50	0.114
679.00	0.113
678.50	0.113
678.00	0.112
677.50	0.112
677.00	0.111
676.50	0.110
676.00	0.109
675.50	0.108
675.00	0.107
674.50	0.106
674.00	0.105
673.50	0.104
673.00	0.103
672.50	0.102
672.00	0.100
671.50	0.099
671.00	0.098
670.50	0.097
670.00	0.096
669.50	0.094
669.00	0.093
668.50	0.092
668.00	0.090
667.50	0.089
667.00	0.088
666.50	0.087
666.00	0.085
665.50	0.084
665.00	0.083
664.50	0.081
664.00	0.080
663.50	0.079
663.00	0.078
662.50	0.077
662.00	0.076
661.50	0.074
661.00	0.073
660.50	0.072
660.00	0.071
659.50	0.070
659.00	0.069
658.50	0.068
658.00	0.067
657.50	0.066
657.00	0.065
656.50	0.064
656.00	0.063
655.50	0.062
655.00	0.062
654.50	0.061
654.00	0.060
653.50	0.060
653.00	0.059
652.50	0.058
652.00	0.057
651.50	0.057
651.00	0.056
650.50	0.056
650.00	0.055
649.50	0.055
649.00	0.054
648.50	0.054
648.00	0.054
647.50	0.053
647.00	0.053
646.50	0.053
646.00	0.053
645.50	0.052
645.00	0.052
644.50	0.052
644.00	0.052
643.50	0.051
643.00	0.051
642.50	0.051
642.00	0.051
641.50	0.051
641.00	0.051
640.50	0.051
640.00	0.051
639.50	0.051
639.00	0.050
638.50	0.050
638.00	0.050
637.50	0.050
637.00	0.049
636.50	0.049
636.00	0.049
635.50	0.049
635.00	0.049
