ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_thiophene_OH_8.UDS
ï™êÕì˙éû:	17:07:48, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.003
799.50	0.003
799.00	0.003
798.50	0.003
798.00	0.003
797.50	0.003
797.00	0.003
796.50	0.003
796.00	0.003
795.50	0.003
795.00	0.003
794.50	0.003
794.00	0.004
793.50	0.004
793.00	0.004
792.50	0.004
792.00	0.004
791.50	0.004
791.00	0.004
790.50	0.004
790.00	0.004
789.50	0.004
789.00	0.004
788.50	0.004
788.00	0.004
787.50	0.004
787.00	0.004
786.50	0.004
786.00	0.004
785.50	0.004
785.00	0.004
784.50	0.004
784.00	0.004
783.50	0.004
783.00	0.004
782.50	0.004
782.00	0.004
781.50	0.004
781.00	0.004
780.50	0.004
780.00	0.005
779.50	0.005
779.00	0.005
778.50	0.005
778.00	0.005
777.50	0.005
777.00	0.005
776.50	0.005
776.00	0.005
775.50	0.005
775.00	0.005
774.50	0.005
774.00	0.005
773.50	0.005
773.00	0.005
772.50	0.005
772.00	0.005
771.50	0.005
771.00	0.005
770.50	0.005
770.00	0.005
769.50	0.005
769.00	0.005
768.50	0.005
768.00	0.006
767.50	0.006
767.00	0.006
766.50	0.006
766.00	0.005
765.50	0.005
765.00	0.005
764.50	0.005
764.00	0.005
763.50	0.005
763.00	0.005
762.50	0.005
762.00	0.006
761.50	0.006
761.00	0.006
760.50	0.006
760.00	0.006
759.50	0.007
759.00	0.007
758.50	0.007
758.00	0.007
757.50	0.007
757.00	0.007
756.50	0.007
756.00	0.007
755.50	0.007
755.00	0.007
754.50	0.007
754.00	0.007
753.50	0.007
753.00	0.007
752.50	0.008
752.00	0.008
751.50	0.008
751.00	0.008
750.50	0.009
750.00	0.009
749.50	0.009
749.00	0.009
748.50	0.009
748.00	0.009
747.50	0.009
747.00	0.009
746.50	0.010
746.00	0.010
745.50	0.010
745.00	0.010
744.50	0.010
744.00	0.011
743.50	0.011
743.00	0.011
742.50	0.011
742.00	0.012
741.50	0.012
741.00	0.012
740.50	0.012
740.00	0.013
739.50	0.013
739.00	0.013
738.50	0.013
738.00	0.013
737.50	0.013
737.00	0.014
736.50	0.014
736.00	0.015
735.50	0.015
735.00	0.015
734.50	0.016
734.00	0.016
733.50	0.017
733.00	0.017
732.50	0.018
732.00	0.019
731.50	0.019
731.00	0.020
730.50	0.020
730.00	0.020
729.50	0.021
729.00	0.021
728.50	0.022
728.00	0.022
727.50	0.023
727.00	0.024
726.50	0.025
726.00	0.026
725.50	0.027
725.00	0.028
724.50	0.028
724.00	0.029
723.50	0.030
723.00	0.031
722.50	0.032
722.00	0.034
721.50	0.035
721.00	0.036
720.50	0.037
720.00	0.038
719.50	0.039
719.00	0.040
718.50	0.042
718.00	0.043
717.50	0.044
717.00	0.046
716.50	0.047
716.00	0.049
715.50	0.050
715.00	0.051
714.50	0.053
714.00	0.054
713.50	0.056
713.00	0.058
712.50	0.060
712.00	0.062
711.50	0.064
711.00	0.066
710.50	0.068
710.00	0.070
709.50	0.072
709.00	0.074
708.50	0.076
708.00	0.078
707.50	0.080
707.00	0.082
706.50	0.085
706.00	0.087
705.50	0.090
705.00	0.092
704.50	0.095
704.00	0.098
703.50	0.100
703.00	0.103
702.50	0.106
702.00	0.108
701.50	0.111
701.00	0.114
700.50	0.117
700.00	0.119
699.50	0.122
699.00	0.125
698.50	0.128
698.00	0.131
697.50	0.134
697.00	0.137
696.50	0.140
696.00	0.143
695.50	0.146
695.00	0.149
694.50	0.152
694.00	0.155
693.50	0.157
693.00	0.160
692.50	0.163
692.00	0.165
691.50	0.168
691.00	0.171
690.50	0.173
690.00	0.176
689.50	0.178
689.00	0.181
688.50	0.183
688.00	0.185
687.50	0.187
687.00	0.189
686.50	0.191
686.00	0.193
685.50	0.195
685.00	0.196
684.50	0.198
684.00	0.199
683.50	0.201
683.00	0.202
682.50	0.203
682.00	0.204
681.50	0.205
681.00	0.205
680.50	0.206
680.00	0.207
679.50	0.207
679.00	0.207
678.50	0.207
678.00	0.207
677.50	0.207
677.00	0.207
676.50	0.207
676.00	0.207
675.50	0.206
675.00	0.205
674.50	0.204
674.00	0.203
673.50	0.202
673.00	0.200
672.50	0.199
672.00	0.197
671.50	0.196
671.00	0.194
670.50	0.193
670.00	0.191
669.50	0.189
669.00	0.187
668.50	0.185
668.00	0.183
667.50	0.181
667.00	0.179
666.50	0.177
666.00	0.175
665.50	0.172
665.00	0.170
664.50	0.167
664.00	0.164
663.50	0.162
663.00	0.159
662.50	0.157
662.00	0.155
661.50	0.152
661.00	0.150
660.50	0.148
660.00	0.146
659.50	0.143
659.00	0.141
658.50	0.138
658.00	0.136
657.50	0.133
657.00	0.131
656.50	0.128
656.00	0.126
655.50	0.124
655.00	0.123
654.50	0.121
654.00	0.119
653.50	0.117
653.00	0.115
652.50	0.112
652.00	0.110
651.50	0.109
651.00	0.107
650.50	0.105
650.00	0.104
649.50	0.102
649.00	0.101
648.50	0.099
648.00	0.098
647.50	0.096
647.00	0.095
646.50	0.094
646.00	0.093
645.50	0.092
645.00	0.091
644.50	0.090
644.00	0.089
643.50	0.088
643.00	0.087
642.50	0.086
642.00	0.085
641.50	0.085
641.00	0.084
640.50	0.083
640.00	0.083
639.50	0.082
639.00	0.082
638.50	0.081
638.00	0.080
637.50	0.080
637.00	0.079
636.50	0.079
636.00	0.078
635.50	0.078
635.00	0.077
634.50	0.077
634.00	0.077
633.50	0.076
633.00	0.076
632.50	0.075
632.00	0.075
631.50	0.075
631.00	0.074
630.50	0.074
630.00	0.074
629.50	0.074
629.00	0.074
628.50	0.073
628.00	0.073
627.50	0.073
627.00	0.072
626.50	0.072
626.00	0.072
625.50	0.071
625.00	0.071
624.50	0.071
624.00	0.070
623.50	0.070
623.00	0.069
622.50	0.069
622.00	0.068
621.50	0.068
621.00	0.068
620.50	0.067
620.00	0.067
619.50	0.067
619.00	0.066
618.50	0.065
618.00	0.065
617.50	0.064
617.00	0.064
616.50	0.063
616.00	0.063
615.50	0.062
615.00	0.062
614.50	0.061
614.00	0.061
613.50	0.060
613.00	0.059
612.50	0.059
612.00	0.058
611.50	0.058
611.00	0.057
610.50	0.057
610.00	0.056
609.50	0.056
609.00	0.055
608.50	0.055
608.00	0.054
607.50	0.054
607.00	0.053
606.50	0.052
606.00	0.052
605.50	0.051
605.00	0.051
604.50	0.050
604.00	0.050
603.50	0.049
603.00	0.049
602.50	0.048
602.00	0.048
601.50	0.047
601.00	0.047
600.50	0.046
600.00	0.046
599.50	0.046
599.00	0.045
598.50	0.045
598.00	0.045
597.50	0.045
597.00	0.045
596.50	0.045
596.00	0.044
595.50	0.044
595.00	0.044
594.50	0.044
594.00	0.044
593.50	0.044
593.00	0.044
592.50	0.044
592.00	0.044
591.50	0.044
591.00	0.044
590.50	0.045
590.00	0.045
589.50	0.045
589.00	0.045
588.50	0.046
588.00	0.046
587.50	0.046
587.00	0.046
586.50	0.046
586.00	0.046
585.50	0.046
585.00	0.046
584.50	0.046
584.00	0.046
583.50	0.046
583.00	0.046
582.50	0.046
582.00	0.046
581.50	0.046
581.00	0.046
580.50	0.046
580.00	0.045
579.50	0.045
579.00	0.045
578.50	0.045
578.00	0.044
577.50	0.044
577.00	0.044
576.50	0.043
576.00	0.043
575.50	0.042
575.00	0.042
574.50	0.042
574.00	0.041
573.50	0.041
573.00	0.040
572.50	0.040
572.00	0.040
571.50	0.039
571.00	0.038
570.50	0.038
570.00	0.038
569.50	0.037
569.00	0.037
568.50	0.036
568.00	0.036
567.50	0.036
567.00	0.036
566.50	0.035
566.00	0.035
565.50	0.035
565.00	0.035
564.50	0.035
564.00	0.035
563.50	0.034
563.00	0.034
562.50	0.034
562.00	0.034
561.50	0.034
561.00	0.034
560.50	0.034
560.00	0.034
559.50	0.034
559.00	0.034
558.50	0.034
558.00	0.034
557.50	0.035
557.00	0.035
556.50	0.035
556.00	0.036
555.50	0.036
555.00	0.037
554.50	0.037
554.00	0.037
553.50	0.038
553.00	0.038
552.50	0.039
552.00	0.039
551.50	0.040
551.00	0.040
550.50	0.041
550.00	0.041
549.50	0.042
549.00	0.042
548.50	0.043
548.00	0.044
547.50	0.044
547.00	0.045
546.50	0.045
546.00	0.046
545.50	0.047
545.00	0.047
544.50	0.048
544.00	0.049
543.50	0.050
543.00	0.051
542.50	0.051
542.00	0.052
541.50	0.052
541.00	0.053
540.50	0.053
540.00	0.053
539.50	0.054
539.00	0.054
538.50	0.054
538.00	0.054
537.50	0.055
537.00	0.055
536.50	0.055
536.00	0.054
535.50	0.054
535.00	0.054
534.50	0.053
534.00	0.053
533.50	0.053
533.00	0.052
532.50	0.052
532.00	0.051
531.50	0.051
531.00	0.050
530.50	0.049
530.00	0.049
529.50	0.048
529.00	0.047
528.50	0.046
528.00	0.046
527.50	0.045
527.00	0.044
526.50	0.043
526.00	0.042
525.50	0.042
525.00	0.041
524.50	0.040
524.00	0.039
523.50	0.039
523.00	0.038
522.50	0.038
522.00	0.037
521.50	0.036
521.00	0.036
520.50	0.035
520.00	0.035
519.50	0.035
519.00	0.034
518.50	0.034
518.00	0.034
517.50	0.033
517.00	0.033
516.50	0.033
516.00	0.033
515.50	0.033
515.00	0.033
514.50	0.033
514.00	0.033
513.50	0.033
513.00	0.033
512.50	0.033
512.00	0.033
511.50	0.033
511.00	0.033
510.50	0.033
510.00	0.034
509.50	0.034
509.00	0.034
508.50	0.034
508.00	0.034
507.50	0.034
507.00	0.035
506.50	0.035
506.00	0.035
505.50	0.036
505.00	0.036
504.50	0.036
504.00	0.037
503.50	0.037
503.00	0.037
502.50	0.038
502.00	0.038
501.50	0.039
501.00	0.039
500.50	0.039
500.00	0.040
499.50	0.040
499.00	0.041
498.50	0.041
498.00	0.041
497.50	0.041
497.00	0.042
496.50	0.042
496.00	0.043
495.50	0.043
495.00	0.043
494.50	0.044
494.00	0.044
493.50	0.045
493.00	0.045
492.50	0.045
492.00	0.046
491.50	0.046
491.00	0.047
490.50	0.047
490.00	0.048
489.50	0.048
489.00	0.048
488.50	0.049
488.00	0.049
487.50	0.050
487.00	0.051
486.50	0.051
486.00	0.052
485.50	0.052
485.00	0.053
484.50	0.054
484.00	0.054
483.50	0.055
483.00	0.056
482.50	0.057
482.00	0.058
481.50	0.059
481.00	0.060
480.50	0.062
480.00	0.063
479.50	0.064
479.00	0.066
478.50	0.067
478.00	0.069
477.50	0.070
477.00	0.072
476.50	0.074
476.00	0.076
475.50	0.078
475.00	0.080
474.50	0.082
474.00	0.085
473.50	0.087
473.00	0.090
472.50	0.093
472.00	0.096
471.50	0.100
471.00	0.103
470.50	0.106
470.00	0.110
469.50	0.114
469.00	0.118
468.50	0.122
468.00	0.127
467.50	0.132
467.00	0.137
466.50	0.143
466.00	0.149
465.50	0.155
465.00	0.162
464.50	0.169
464.00	0.177
463.50	0.185
463.00	0.193
462.50	0.201
462.00	0.210
461.50	0.220
461.00	0.230
460.50	0.240
460.00	0.251
459.50	0.262
459.00	0.274
458.50	0.286
458.00	0.299
457.50	0.312
457.00	0.326
456.50	0.340
456.00	0.355
455.50	0.369
455.00	0.384
454.50	0.400
454.00	0.415
453.50	0.431
453.00	0.446
452.50	0.462
452.00	0.479
451.50	0.495
451.00	0.511
450.50	0.528
450.00	0.544
449.50	0.560
449.00	0.575
448.50	0.590
448.00	0.604
447.50	0.618
447.00	0.631
446.50	0.644
446.00	0.656
445.50	0.667
445.00	0.678
444.50	0.687
444.00	0.697
443.50	0.705
443.00	0.713
442.50	0.720
442.00	0.726
441.50	0.732
441.00	0.737
440.50	0.742
440.00	0.746
439.50	0.749
439.00	0.753
438.50	0.755
438.00	0.758
437.50	0.760
437.00	0.762
436.50	0.764
436.00	0.766
435.50	0.768
435.00	0.770
434.50	0.772
434.00	0.774
433.50	0.776
433.00	0.778
432.50	0.780
432.00	0.781
431.50	0.783
431.00	0.784
430.50	0.785
430.00	0.786
429.50	0.786
429.00	0.786
428.50	0.785
428.00	0.784
427.50	0.783
427.00	0.781
426.50	0.778
426.00	0.774
425.50	0.770
425.00	0.765
424.50	0.759
424.00	0.753
423.50	0.746
423.00	0.739
422.50	0.731
422.00	0.722
421.50	0.713
421.00	0.703
420.50	0.693
420.00	0.682
419.50	0.671
419.00	0.660
418.50	0.648
418.00	0.635
417.50	0.623
417.00	0.611
416.50	0.599
416.00	0.587
415.50	0.574
415.00	0.563
414.50	0.551
414.00	0.539
413.50	0.528
413.00	0.516
412.50	0.505
412.00	0.494
411.50	0.483
411.00	0.473
