ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_dithiophene_OH_5.UDS
ï™êÕì˙éû:	16:29:56, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.002
799.50	0.002
799.00	0.002
798.50	0.002
798.00	0.002
797.50	0.002
797.00	0.002
796.50	0.002
796.00	0.002
795.50	0.002
795.00	0.002
794.50	0.002
794.00	0.002
793.50	0.002
793.00	0.002
792.50	0.003
792.00	0.003
791.50	0.003
791.00	0.003
790.50	0.002
790.00	0.002
789.50	0.002
789.00	0.002
788.50	0.003
788.00	0.003
787.50	0.003
787.00	0.003
786.50	0.003
786.00	0.002
785.50	0.002
785.00	0.002
784.50	0.002
784.00	0.002
783.50	0.002
783.00	0.002
782.50	0.002
782.00	0.002
781.50	0.002
781.00	0.003
780.50	0.003
780.00	0.003
779.50	0.003
779.00	0.003
778.50	0.003
778.00	0.003
777.50	0.003
777.00	0.003
776.50	0.003
776.00	0.003
775.50	0.003
775.00	0.003
774.50	0.003
774.00	0.003
773.50	0.003
773.00	0.003
772.50	0.003
772.00	0.003
771.50	0.004
771.00	0.004
770.50	0.004
770.00	0.004
769.50	0.004
769.00	0.004
768.50	0.004
768.00	0.004
767.50	0.004
767.00	0.004
766.50	0.004
766.00	0.004
765.50	0.004
765.00	0.004
764.50	0.004
764.00	0.004
763.50	0.004
763.00	0.004
762.50	0.005
762.00	0.005
761.50	0.005
761.00	0.005
760.50	0.005
760.00	0.005
759.50	0.005
759.00	0.005
758.50	0.006
758.00	0.006
757.50	0.006
757.00	0.006
756.50	0.006
756.00	0.006
755.50	0.006
755.00	0.006
754.50	0.006
754.00	0.006
753.50	0.006
753.00	0.007
752.50	0.007
752.00	0.007
751.50	0.007
751.00	0.007
750.50	0.007
750.00	0.008
749.50	0.008
749.00	0.008
748.50	0.008
748.00	0.008
747.50	0.008
747.00	0.009
746.50	0.009
746.00	0.009
745.50	0.009
745.00	0.009
744.50	0.010
744.00	0.010
743.50	0.010
743.00	0.010
742.50	0.011
742.00	0.011
741.50	0.011
741.00	0.012
740.50	0.012
740.00	0.012
739.50	0.012
739.00	0.013
738.50	0.013
738.00	0.013
737.50	0.014
737.00	0.014
736.50	0.015
736.00	0.015
735.50	0.016
735.00	0.016
734.50	0.017
734.00	0.017
733.50	0.018
733.00	0.018
732.50	0.019
732.00	0.019
731.50	0.020
731.00	0.021
730.50	0.021
730.00	0.022
729.50	0.022
729.00	0.023
728.50	0.024
728.00	0.025
727.50	0.025
727.00	0.026
726.50	0.027
726.00	0.028
725.50	0.029
725.00	0.030
724.50	0.031
724.00	0.032
723.50	0.033
723.00	0.034
722.50	0.035
722.00	0.037
721.50	0.038
721.00	0.039
720.50	0.040
720.00	0.042
719.50	0.043
719.00	0.044
718.50	0.045
718.00	0.047
717.50	0.048
717.00	0.050
716.50	0.051
716.00	0.053
715.50	0.054
715.00	0.056
714.50	0.057
714.00	0.059
713.50	0.060
713.00	0.062
712.50	0.064
712.00	0.066
711.50	0.068
711.00	0.070
710.50	0.072
710.00	0.074
709.50	0.076
709.00	0.078
708.50	0.080
708.00	0.082
707.50	0.084
707.00	0.086
706.50	0.089
706.00	0.091
705.50	0.094
705.00	0.096
704.50	0.098
704.00	0.100
703.50	0.103
703.00	0.105
702.50	0.107
702.00	0.110
701.50	0.112
701.00	0.114
700.50	0.117
700.00	0.119
699.50	0.121
699.00	0.123
698.50	0.126
698.00	0.128
697.50	0.130
697.00	0.132
696.50	0.135
696.00	0.137
695.50	0.139
695.00	0.141
694.50	0.142
694.00	0.144
693.50	0.146
693.00	0.148
692.50	0.149
692.00	0.151
691.50	0.153
691.00	0.154
690.50	0.156
690.00	0.157
689.50	0.158
689.00	0.159
688.50	0.160
688.00	0.161
687.50	0.162
687.00	0.163
686.50	0.164
686.00	0.164
685.50	0.165
685.00	0.165
684.50	0.166
684.00	0.166
683.50	0.166
683.00	0.166
682.50	0.166
682.00	0.166
681.50	0.166
681.00	0.165
680.50	0.165
680.00	0.164
679.50	0.164
679.00	0.163
678.50	0.162
678.00	0.161
677.50	0.161
677.00	0.160
676.50	0.159
676.00	0.158
675.50	0.156
675.00	0.155
674.50	0.153
674.00	0.151
673.50	0.150
673.00	0.148
672.50	0.146
672.00	0.145
671.50	0.143
671.00	0.142
670.50	0.140
670.00	0.138
669.50	0.136
669.00	0.135
668.50	0.133
668.00	0.131
667.50	0.129
667.00	0.128
666.50	0.126
666.00	0.124
665.50	0.122
665.00	0.120
664.50	0.118
664.00	0.116
663.50	0.114
663.00	0.112
662.50	0.110
662.00	0.109
661.50	0.107
661.00	0.106
660.50	0.104
660.00	0.103
659.50	0.101
659.00	0.099
658.50	0.098
658.00	0.096
657.50	0.095
657.00	0.093
656.50	0.092
656.00	0.091
655.50	0.090
655.00	0.088
654.50	0.087
654.00	0.086
653.50	0.085
653.00	0.084
652.50	0.083
652.00	0.082
651.50	0.081
651.00	0.080
650.50	0.079
650.00	0.078
649.50	0.078
649.00	0.077
648.50	0.076
648.00	0.075
647.50	0.075
647.00	0.074
646.50	0.074
646.00	0.074
645.50	0.073
645.00	0.073
644.50	0.072
644.00	0.072
643.50	0.072
643.00	0.071
642.50	0.071
642.00	0.071
641.50	0.070
641.00	0.070
640.50	0.070
640.00	0.070
639.50	0.069
639.00	0.069
638.50	0.069
638.00	0.068
637.50	0.068
637.00	0.068
636.50	0.068
636.00	0.068
635.50	0.068
635.00	0.068
634.50	0.068
634.00	0.067
633.50	0.067
633.00	0.067
632.50	0.067
632.00	0.066
631.50	0.066
631.00	0.066
630.50	0.066
630.00	0.066
629.50	0.066
629.00	0.066
628.50	0.065
628.00	0.065
627.50	0.065
627.00	0.064
626.50	0.064
626.00	0.064
625.50	0.064
625.00	0.063
624.50	0.063
624.00	0.063
623.50	0.062
623.00	0.062
622.50	0.062
622.00	0.062
621.50	0.061
621.00	0.061
620.50	0.060
620.00	0.060
619.50	0.059
619.00	0.059
618.50	0.059
618.00	0.058
617.50	0.058
617.00	0.057
616.50	0.057
616.00	0.057
615.50	0.056
615.00	0.056
614.50	0.056
614.00	0.056
613.50	0.055
613.00	0.055
612.50	0.055
612.00	0.054
611.50	0.054
611.00	0.054
610.50	0.054
610.00	0.054
609.50	0.054
609.00	0.053
608.50	0.053
608.00	0.053
607.50	0.053
607.00	0.053
606.50	0.053
606.00	0.053
605.50	0.054
605.00	0.054
604.50	0.054
604.00	0.054
603.50	0.054
603.00	0.055
602.50	0.055
602.00	0.055
601.50	0.055
601.00	0.056
600.50	0.056
600.00	0.056
599.50	0.057
599.00	0.057
598.50	0.058
598.00	0.059
597.50	0.059
597.00	0.060
596.50	0.061
596.00	0.061
595.50	0.062
595.00	0.062
594.50	0.063
594.00	0.063
593.50	0.064
593.00	0.064
592.50	0.065
592.00	0.066
591.50	0.067
591.00	0.067
590.50	0.068
590.00	0.068
589.50	0.069
589.00	0.069
588.50	0.069
588.00	0.070
587.50	0.070
587.00	0.070
586.50	0.070
586.00	0.070
585.50	0.071
585.00	0.071
584.50	0.071
584.00	0.072
583.50	0.072
583.00	0.072
582.50	0.072
582.00	0.071
581.50	0.071
581.00	0.071
580.50	0.071
580.00	0.071
579.50	0.071
579.00	0.071
578.50	0.071
578.00	0.071
577.50	0.071
577.00	0.071
576.50	0.071
576.00	0.071
575.50	0.070
575.00	0.070
574.50	0.070
574.00	0.070
573.50	0.069
573.00	0.069
572.50	0.069
572.00	0.068
571.50	0.068
571.00	0.067
570.50	0.067
570.00	0.066
569.50	0.066
569.00	0.066
568.50	0.065
568.00	0.065
567.50	0.064
567.00	0.064
566.50	0.063
566.00	0.063
565.50	0.063
565.00	0.062
564.50	0.062
564.00	0.061
563.50	0.061
563.00	0.060
562.50	0.060
562.00	0.060
561.50	0.059
561.00	0.059
560.50	0.059
560.00	0.059
559.50	0.059
559.00	0.059
558.50	0.059
558.00	0.059
557.50	0.059
557.00	0.059
556.50	0.059
556.00	0.059
555.50	0.060
555.00	0.060
554.50	0.060
554.00	0.061
553.50	0.062
553.00	0.062
552.50	0.063
552.00	0.064
551.50	0.064
551.00	0.065
550.50	0.066
550.00	0.067
549.50	0.067
