ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_thiophene_OH_4.UDS
ï™êÕì˙éû:	15:55:08, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.001
799.50	0.002
799.00	0.002
798.50	0.001
798.00	0.001
797.50	0.002
797.00	0.002
796.50	0.001
796.00	0.001
795.50	0.002
795.00	0.002
794.50	0.002
794.00	0.002
793.50	0.002
793.00	0.002
792.50	0.002
792.00	0.002
791.50	0.002
791.00	0.002
790.50	0.002
790.00	0.002
789.50	0.002
789.00	0.002
788.50	0.002
788.00	0.002
787.50	0.002
787.00	0.002
786.50	0.002
786.00	0.002
785.50	0.002
785.00	0.002
784.50	0.002
784.00	0.002
783.50	0.002
783.00	0.002
782.50	0.002
782.00	0.002
781.50	0.002
781.00	0.002
780.50	0.002
780.00	0.002
779.50	0.002
779.00	0.002
778.50	0.002
778.00	0.002
777.50	0.002
777.00	0.002
776.50	0.002
776.00	0.002
775.50	0.002
775.00	0.002
774.50	0.002
774.00	0.002
773.50	0.002
773.00	0.003
772.50	0.002
772.00	0.002
771.50	0.002
771.00	0.002
770.50	0.002
770.00	0.003
769.50	0.003
769.00	0.003
768.50	0.003
768.00	0.003
767.50	0.003
767.00	0.003
766.50	0.003
766.00	0.003
765.50	0.003
765.00	0.003
764.50	0.003
764.00	0.003
763.50	0.003
763.00	0.003
762.50	0.003
762.00	0.004
761.50	0.004
761.00	0.004
760.50	0.004
760.00	0.004
759.50	0.004
759.00	0.004
758.50	0.005
758.00	0.005
757.50	0.005
757.00	0.005
756.50	0.005
756.00	0.005
755.50	0.004
755.00	0.004
754.50	0.004
754.00	0.004
753.50	0.004
753.00	0.004
752.50	0.005
752.00	0.005
751.50	0.005
751.00	0.005
750.50	0.005
750.00	0.006
749.50	0.006
749.00	0.006
748.50	0.005
748.00	0.006
747.50	0.006
747.00	0.006
746.50	0.006
746.00	0.006
745.50	0.006
745.00	0.007
744.50	0.007
744.00	0.007
743.50	0.007
743.00	0.008
742.50	0.008
742.00	0.008
741.50	0.008
741.00	0.008
740.50	0.008
740.00	0.008
739.50	0.008
739.00	0.008
738.50	0.009
738.00	0.009
737.50	0.009
737.00	0.010
736.50	0.010
736.00	0.010
735.50	0.010
735.00	0.011
734.50	0.011
734.00	0.011
733.50	0.011
733.00	0.012
732.50	0.012
732.00	0.013
731.50	0.013
731.00	0.013
730.50	0.014
730.00	0.014
729.50	0.014
729.00	0.015
728.50	0.015
728.00	0.015
727.50	0.016
727.00	0.016
726.50	0.017
726.00	0.018
725.50	0.019
725.00	0.019
724.50	0.020
724.00	0.020
723.50	0.021
723.00	0.021
722.50	0.022
722.00	0.023
721.50	0.024
721.00	0.024
720.50	0.025
720.00	0.026
719.50	0.026
719.00	0.027
718.50	0.028
