ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_thiazole_OH_7.UDS
ï™êÕì˙éû:	17:00:37, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.005
799.50	0.005
799.00	0.005
798.50	0.005
798.00	0.005
797.50	0.005
797.00	0.005
796.50	0.005
796.00	0.005
795.50	0.005
795.00	0.005
794.50	0.005
794.00	0.005
793.50	0.005
793.00	0.005
792.50	0.005
792.00	0.005
791.50	0.005
791.00	0.005
790.50	0.005
790.00	0.005
789.50	0.005
789.00	0.005
788.50	0.005
788.00	0.005
787.50	0.005
787.00	0.005
786.50	0.005
786.00	0.005
785.50	0.005
785.00	0.005
784.50	0.005
784.00	0.005
783.50	0.005
783.00	0.005
782.50	0.005
782.00	0.005
781.50	0.005
781.00	0.005
780.50	0.005
780.00	0.006
779.50	0.006
779.00	0.006
778.50	0.006
778.00	0.006
777.50	0.006
777.00	0.006
776.50	0.006
776.00	0.006
775.50	0.005
775.00	0.005
774.50	0.005
774.00	0.005
773.50	0.006
773.00	0.006
772.50	0.006
772.00	0.006
771.50	0.006
771.00	0.006
770.50	0.006
770.00	0.006
769.50	0.006
769.00	0.006
768.50	0.006
768.00	0.006
767.50	0.006
767.00	0.006
766.50	0.006
766.00	0.006
765.50	0.006
765.00	0.006
764.50	0.006
764.00	0.006
763.50	0.006
763.00	0.006
762.50	0.006
762.00	0.006
761.50	0.006
761.00	0.006
760.50	0.007
760.00	0.007
759.50	0.007
759.00	0.007
758.50	0.007
758.00	0.007
757.50	0.007
757.00	0.007
756.50	0.007
756.00	0.007
755.50	0.007
755.00	0.007
754.50	0.007
754.00	0.007
753.50	0.007
753.00	0.007
752.50	0.008
752.00	0.008
751.50	0.008
751.00	0.008
750.50	0.008
750.00	0.008
749.50	0.008
749.00	0.008
748.50	0.008
748.00	0.008
747.50	0.008
747.00	0.008
746.50	0.008
746.00	0.008
745.50	0.008
745.00	0.008
744.50	0.008
744.00	0.009
743.50	0.009
743.00	0.009
742.50	0.009
742.00	0.009
741.50	0.009
741.00	0.010
740.50	0.010
740.00	0.010
739.50	0.010
739.00	0.010
738.50	0.011
738.00	0.011
737.50	0.011
737.00	0.011
736.50	0.011
736.00	0.012
735.50	0.012
735.00	0.012
734.50	0.012
734.00	0.012
733.50	0.012
733.00	0.013
732.50	0.013
732.00	0.013
731.50	0.013
731.00	0.014
730.50	0.014
730.00	0.014
729.50	0.014
729.00	0.014
728.50	0.015
728.00	0.015
727.50	0.015
727.00	0.016
726.50	0.016
726.00	0.017
725.50	0.017
725.00	0.018
724.50	0.018
724.00	0.019
723.50	0.019
723.00	0.020
722.50	0.020
722.00	0.021
721.50	0.022
721.00	0.022
720.50	0.023
720.00	0.023
719.50	0.024
719.00	0.024
718.50	0.025
718.00	0.026
717.50	0.026
717.00	0.027
716.50	0.028
716.00	0.029
715.50	0.029
715.00	0.030
714.50	0.031
714.00	0.032
713.50	0.033
713.00	0.034
712.50	0.035
712.00	0.036
711.50	0.037
711.00	0.038
710.50	0.040
710.00	0.041
709.50	0.042
709.00	0.044
708.50	0.045
708.00	0.046
707.50	0.047
707.00	0.049
706.50	0.050
706.00	0.052
705.50	0.054
705.00	0.055
704.50	0.057
704.00	0.059
703.50	0.061
703.00	0.063
702.50	0.065
702.00	0.066
701.50	0.068
701.00	0.070
700.50	0.072
700.00	0.074
699.50	0.077
699.00	0.079
698.50	0.081
698.00	0.084
697.50	0.086
697.00	0.089
696.50	0.091
696.00	0.094
695.50	0.096
695.00	0.099
694.50	0.101
694.00	0.104
693.50	0.106
693.00	0.109
692.50	0.112
692.00	0.114
691.50	0.117
691.00	0.119
690.50	0.122
690.00	0.125
689.50	0.127
689.00	0.130
688.50	0.133
688.00	0.135
687.50	0.138
687.00	0.140
686.50	0.143
686.00	0.145
685.50	0.148
685.00	0.150
684.50	0.152
684.00	0.155
683.50	0.157
683.00	0.159
682.50	0.161
682.00	0.163
681.50	0.165
681.00	0.167
680.50	0.169
680.00	0.170
679.50	0.172
679.00	0.173
678.50	0.175
678.00	0.176
677.50	0.177
677.00	0.178
676.50	0.179
676.00	0.180
675.50	0.180
675.00	0.181
674.50	0.181
674.00	0.181
673.50	0.181
673.00	0.181
672.50	0.181
672.00	0.181
671.50	0.180
671.00	0.180
670.50	0.179
670.00	0.179
669.50	0.178
669.00	0.177
668.50	0.176
668.00	0.175
667.50	0.174
667.00	0.172
666.50	0.171
666.00	0.169
665.50	0.167
665.00	0.166
664.50	0.164
664.00	0.162
663.50	0.160
663.00	0.158
662.50	0.156
662.00	0.154
661.50	0.151
661.00	0.149
660.50	0.147
660.00	0.145
659.50	0.143
659.00	0.140
658.50	0.138
658.00	0.136
657.50	0.133
657.00	0.131
656.50	0.129
656.00	0.127
655.50	0.125
655.00	0.123
654.50	0.121
654.00	0.119
653.50	0.117
653.00	0.114
652.50	0.112
652.00	0.110
651.50	0.108
651.00	0.106
650.50	0.104
650.00	0.102
649.50	0.100
649.00	0.099
648.50	0.097
648.00	0.095
647.50	0.094
647.00	0.092
646.50	0.091
646.00	0.090
645.50	0.089
645.00	0.088
644.50	0.086
644.00	0.085
643.50	0.084
643.00	0.083
642.50	0.082
642.00	0.081
641.50	0.080
641.00	0.080
640.50	0.079
640.00	0.078
639.50	0.078
639.00	0.077
638.50	0.076
638.00	0.076
637.50	0.075
637.00	0.075
636.50	0.074
636.00	0.074
635.50	0.073
635.00	0.073
634.50	0.073
634.00	0.073
633.50	0.072
633.00	0.072
632.50	0.072
632.00	0.072
631.50	0.072
631.00	0.072
630.50	0.072
630.00	0.072
629.50	0.072
629.00	0.072
628.50	0.072
628.00	0.072
627.50	0.072
627.00	0.072
626.50	0.072
626.00	0.072
625.50	0.072
625.00	0.072
624.50	0.073
624.00	0.073
623.50	0.073
623.00	0.073
622.50	0.073
622.00	0.073
621.50	0.073
621.00	0.074
620.50	0.074
620.00	0.074
619.50	0.074
619.00	0.074
618.50	0.074
618.00	0.074
617.50	0.074
617.00	0.075
616.50	0.075
616.00	0.075
615.50	0.076
615.00	0.076
614.50	0.076
614.00	0.076
613.50	0.076
613.00	0.076
612.50	0.076
612.00	0.076
611.50	0.077
611.00	0.077
610.50	0.077
610.00	0.077
609.50	0.078
609.00	0.078
608.50	0.078
608.00	0.078
607.50	0.078
607.00	0.078
606.50	0.078
606.00	0.079
605.50	0.079
605.00	0.079
604.50	0.080
604.00	0.080
603.50	0.080
603.00	0.080
602.50	0.080
602.00	0.080
601.50	0.080
601.00	0.080
600.50	0.080
600.00	0.081
599.50	0.081
599.00	0.081
598.50	0.081
598.00	0.081
597.50	0.081
597.00	0.081
596.50	0.081
596.00	0.081
595.50	0.081
595.00	0.081
594.50	0.081
594.00	0.080
593.50	0.080
593.00	0.080
592.50	0.080
592.00	0.079
591.50	0.079
591.00	0.079
590.50	0.079
590.00	0.079
589.50	0.078
589.00	0.078
588.50	0.078
588.00	0.077
587.50	0.077
587.00	0.076
586.50	0.076
586.00	0.075
585.50	0.075
585.00	0.075
584.50	0.074
584.00	0.074
583.50	0.074
583.00	0.073
582.50	0.073
582.00	0.072
581.50	0.072
581.00	0.071
580.50	0.071
580.00	0.071
579.50	0.070
579.00	0.070
578.50	0.069
578.00	0.069
577.50	0.068
577.00	0.068
576.50	0.067
576.00	0.067
575.50	0.066
575.00	0.066
574.50	0.065
574.00	0.065
573.50	0.064
573.00	0.064
572.50	0.063
572.00	0.062
571.50	0.061
571.00	0.061
570.50	0.060
570.00	0.060
569.50	0.059
569.00	0.059
568.50	0.059
568.00	0.058
567.50	0.058
567.00	0.058
566.50	0.057
566.00	0.057
565.50	0.057
565.00	0.057
564.50	0.057
564.00	0.058
563.50	0.058
563.00	0.058
562.50	0.058
562.00	0.058
561.50	0.059
561.00	0.059
560.50	0.059
560.00	0.060
559.50	0.060
559.00	0.060
558.50	0.061
558.00	0.061
557.50	0.062
557.00	0.063
556.50	0.063
556.00	0.064
555.50	0.065
555.00	0.065
554.50	0.066
554.00	0.067
553.50	0.067
553.00	0.068
552.50	0.069
552.00	0.070
551.50	0.070
551.00	0.071
550.50	0.071
550.00	0.072
549.50	0.072
549.00	0.073
548.50	0.074
548.00	0.074
547.50	0.075
547.00	0.076
546.50	0.076
546.00	0.077
545.50	0.077
545.00	0.078
544.50	0.078
544.00	0.079
543.50	0.080
543.00	0.080
542.50	0.081
542.00	0.081
541.50	0.081
541.00	0.081
540.50	0.081
540.00	0.081
539.50	0.082
539.00	0.081
538.50	0.081
538.00	0.081
537.50	0.081
537.00	0.081
536.50	0.081
536.00	0.081
535.50	0.080
535.00	0.080
534.50	0.079
534.00	0.079
533.50	0.078
533.00	0.077
532.50	0.077
532.00	0.076
531.50	0.075
531.00	0.074
530.50	0.073
530.00	0.072
529.50	0.071
529.00	0.070
528.50	0.069
528.00	0.068
527.50	0.067
527.00	0.065
526.50	0.064
526.00	0.063
525.50	0.062
525.00	0.060
524.50	0.059
524.00	0.058
523.50	0.057
523.00	0.056
522.50	0.056
522.00	0.055
521.50	0.054
521.00	0.053
520.50	0.052
520.00	0.051
519.50	0.051
519.00	0.050
518.50	0.050
518.00	0.049
517.50	0.049
517.00	0.048
516.50	0.048
516.00	0.048
515.50	0.047
515.00	0.047
514.50	0.047
514.00	0.047
513.50	0.047
513.00	0.046
512.50	0.046
512.00	0.046
511.50	0.046
511.00	0.046
510.50	0.046
510.00	0.046
509.50	0.046
509.00	0.046
508.50	0.046
508.00	0.046
507.50	0.046
507.00	0.047
506.50	0.047
506.00	0.047
505.50	0.047
505.00	0.047
504.50	0.047
504.00	0.048
503.50	0.048
503.00	0.048
502.50	0.048
502.00	0.048
501.50	0.048
501.00	0.048
500.50	0.049
500.00	0.049
499.50	0.049
499.00	0.049
498.50	0.049
498.00	0.049
497.50	0.049
497.00	0.050
496.50	0.050
496.00	0.050
495.50	0.050
495.00	0.050
494.50	0.050
494.00	0.050
493.50	0.051
493.00	0.051
492.50	0.051
492.00	0.051
491.50	0.051
491.00	0.052
490.50	0.052
490.00	0.052
489.50	0.052
489.00	0.052
488.50	0.052
488.00	0.052
487.50	0.053
487.00	0.053
486.50	0.054
486.00	0.054
485.50	0.054
485.00	0.055
484.50	0.055
484.00	0.056
483.50	0.056
483.00	0.057
482.50	0.057
482.00	0.058
481.50	0.059
481.00	0.059
480.50	0.060
480.00	0.061
479.50	0.062
479.00	0.063
478.50	0.064
478.00	0.065
477.50	0.066
477.00	0.067
476.50	0.069
476.00	0.070
475.50	0.072
475.00	0.073
474.50	0.074
474.00	0.076
473.50	0.078
473.00	0.080
472.50	0.082
472.00	0.085
471.50	0.087
471.00	0.089
470.50	0.092
470.00	0.095
469.50	0.098
469.00	0.101
468.50	0.104
468.00	0.108
467.50	0.111
467.00	0.115
466.50	0.120
466.00	0.124
465.50	0.129
465.00	0.135
464.50	0.140
464.00	0.146
463.50	0.153
463.00	0.160
462.50	0.167
462.00	0.174
461.50	0.182
461.00	0.191
460.50	0.200
460.00	0.210
459.50	0.220
459.00	0.231
458.50	0.243
458.00	0.255
457.50	0.268
457.00	0.282
456.50	0.297
456.00	0.312
455.50	0.328
455.00	0.345
454.50	0.362
454.00	0.380
453.50	0.399
453.00	0.419
452.50	0.440
452.00	0.461
451.50	0.484
451.00	0.508
450.50	0.533
450.00	0.559
449.50	0.585
449.00	0.613
448.50	0.641
448.00	0.670
447.50	0.699
447.00	0.729
446.50	0.759
446.00	0.790
445.50	0.821
445.00	0.852
444.50	0.884
444.00	0.915
443.50	0.947
443.00	0.979
442.50	1.010
442.00	1.041
441.50	1.071
441.00	1.101
440.50	1.129
440.00	1.155
439.50	1.180
439.00	1.203
438.50	1.225
438.00	1.245
437.50	1.263
437.00	1.279
436.50	1.294
436.00	1.307
435.50	1.319
435.00	1.329
434.50	1.337
434.00	1.344
433.50	1.349
433.00	1.353
432.50	1.355
432.00	1.355
431.50	1.354
431.00	1.351
430.50	1.346
430.00	1.340
429.50	1.332
429.00	1.322
428.50	1.311
428.00	1.297
427.50	1.282
427.00	1.264
426.50	1.245
426.00	1.224
425.50	1.201
425.00	1.177
424.50	1.152
424.00	1.126
423.50	1.100
423.00	1.073
422.50	1.046
422.00	1.020
421.50	0.993
421.00	0.967
420.50	0.941
420.00	0.915
419.50	0.890
419.00	0.866
418.50	0.842
418.00	0.819
417.50	0.796
417.00	0.775
416.50	0.755
416.00	0.736
415.50	0.717
415.00	0.700
414.50	0.683
414.00	0.668
413.50	0.653
413.00	0.639
412.50	0.625
412.00	0.612
411.50	0.599
411.00	0.587
410.50	0.575
410.00	0.563
409.50	0.551
409.00	0.540
408.50	0.529
408.00	0.519
407.50	0.509
407.00	0.499
406.50	0.490
406.00	0.480
405.50	0.471
405.00	0.461
404.50	0.452
404.00	0.443
403.50	0.434
403.00	0.425
402.50	0.416
402.00	0.406
401.50	0.397
401.00	0.389
400.50	0.380
400.00	0.371
399.50	0.363
399.00	0.355
398.50	0.346
398.00	0.338
397.50	0.331
397.00	0.324
396.50	0.316
396.00	0.309
395.50	0.303
395.00	0.296
394.50	0.290
394.00	0.285
393.50	0.279
393.00	0.274
392.50	0.270
392.00	0.265
391.50	0.262
391.00	0.258
390.50	0.255
390.00	0.252
389.50	0.249
389.00	0.247
388.50	0.245
388.00	0.243
387.50	0.241
387.00	0.240
386.50	0.238
386.00	0.237
385.50	0.236
385.00	0.235
384.50	0.235
384.00	0.234
383.50	0.233
383.00	0.232
382.50	0.232
382.00	0.231
381.50	0.230
381.00	0.230
380.50	0.229
380.00	0.227
379.50	0.226
379.00	0.225
378.50	0.223
378.00	0.222
377.50	0.221
377.00	0.219
376.50	0.217
376.00	0.216
375.50	0.214
375.00	0.212
374.50	0.210
374.00	0.208
373.50	0.205
373.00	0.203
372.50	0.201
372.00	0.199
371.50	0.197
371.00	0.195
370.50	0.193
370.00	0.191
369.50	0.189
369.00	0.187
368.50	0.186
368.00	0.184
367.50	0.182
367.00	0.181
366.50	0.179
366.00	0.178
365.50	0.177
365.00	0.175
364.50	0.175
364.00	0.174
363.50	0.173
363.00	0.172
362.50	0.172
362.00	0.171
361.50	0.171
361.00	0.170
360.50	0.170
360.00	0.170
359.50	0.169
359.00	0.169
358.50	0.169
358.00	0.169
357.50	0.169
357.00	0.170
356.50	0.170
356.00	0.170
355.50	0.171
355.00	0.172
354.50	0.173
354.00	0.174
353.50	0.175
353.00	0.176
352.50	0.178
352.00	0.179
351.50	0.181
351.00	0.182
350.50	0.183
350.00	0.185
349.50	0.186
349.00	0.188
348.50	0.189
348.00	0.191
347.50	0.192
347.00	0.193
346.50	0.195
346.00	0.196
345.50	0.197
345.00	0.198
344.50	0.198
344.00	0.198
343.50	0.199
343.00	0.199
342.50	0.199
342.00	0.199
341.50	0.199
341.00	0.199
340.50	0.198
340.00	0.198
339.50	0.198
339.00	0.198
338.50	0.197
338.00	0.197
337.50	0.198
337.00	0.198
336.50	0.198
336.00	0.199
335.50	0.199
335.00	0.200
334.50	0.201
334.00	0.202
333.50	0.203
333.00	0.204
332.50	0.205
332.00	0.206
331.50	0.207
331.00	0.208
330.50	0.209
330.00	0.210
329.50	0.211
329.00	0.212
328.50	0.214
328.00	0.215
327.50	0.217
327.00	0.218
326.50	0.220
326.00	0.221
325.50	0.223
325.00	0.224
324.50	0.225
324.00	0.226
323.50	0.228
323.00	0.229
322.50	0.231
322.00	0.232
321.50	0.234
321.00	0.234
320.50	0.235
320.00	0.236
319.50	0.237
319.00	0.237
318.50	0.237
318.00	0.238
317.50	0.239
317.00	0.239
316.50	0.240
316.00	0.240
315.50	0.240
315.00	0.241
314.50	0.241
314.00	0.240
313.50	0.239
313.00	0.239
312.50	0.239
312.00	0.238
311.50	0.236
311.00	0.236
310.50	0.234
310.00	0.234
309.50	0.232
309.00	0.231
308.50	0.230
308.00	0.229
307.50	0.228
307.00	0.227
306.50	0.226
306.00	0.225
305.50	0.224
305.00	0.223
304.50	0.223
304.00	0.222
303.50	0.221
303.00	0.220
302.50	0.220
302.00	0.219
301.50	0.219
301.00	0.218
300.50	0.218
300.00	0.218
299.50	0.217
299.00	0.217
298.50	0.217
298.00	0.216
297.50	0.216
297.00	0.216
296.50	0.215
296.00	0.215
295.50	0.214
295.00	0.214
294.50	0.214
294.00	0.214
293.50	0.214
293.00	0.214
292.50	0.214
292.00	0.214
291.50	0.214
291.00	0.214
290.50	0.214
290.00	0.214
289.50	0.214
289.00	0.214
288.50	0.214
288.00	0.214
287.50	0.214
287.00	0.214
286.50	0.214
286.00	0.214
285.50	0.214
285.00	0.214
284.50	0.214
284.00	0.214
283.50	0.213
283.00	0.213
282.50	0.213
282.00	0.212
281.50	0.212
281.00	0.211
280.50	0.211
280.00	0.210
279.50	0.210
279.00	0.209
278.50	0.208
278.00	0.208
277.50	0.207
277.00	0.207
276.50	0.206
276.00	0.206
275.50	0.205
275.00	0.205
274.50	0.205
274.00	0.204
273.50	0.204
273.00	0.203
272.50	0.203
272.00	0.202
271.50	0.202
271.00	0.202
270.50	0.201
270.00	0.201
269.50	0.201
269.00	0.201
268.50	0.201
268.00	0.201
267.50	0.201
267.00	0.201
266.50	0.201
266.00	0.201
265.50	0.201
265.00	0.201
264.50	0.202
264.00	0.202
263.50	0.202
263.00	0.202
262.50	0.203
262.00	0.203
261.50	0.204
261.00	0.204
260.50	0.205
260.00	0.206
259.50	0.206
259.00	0.207
258.50	0.208
258.00	0.209
257.50	0.210
257.00	0.211
256.50	0.212
256.00	0.212
255.50	0.213
255.00	0.214
254.50	0.215
254.00	0.215
253.50	0.216
253.00	0.217
252.50	0.218
252.00	0.219
251.50	0.220
251.00	0.221
250.50	0.222
250.00	0.223

