ª›ÃﬂŸ:	'Chlorosome@GUV
Ãß≤Ÿñº:	Ni_3C6F5_thiazole_OH_2.UDS
ï™êÕì˙éû:	14:46:51, 10/15/2021
µÕﬂ⁄∞¿:	Administrator
∫“›ƒ:	'from tepidum in GUV:Lecithin/DOPG/Chol=85/15/5 solvent:OS

√ﬁ∞¿ÿΩƒ
nm	Abs
800.00	0.002
799.50	0.002
799.00	0.002
798.50	0.002
798.00	0.002
797.50	0.002
797.00	0.002
796.50	0.002
796.00	0.002
795.50	0.002
795.00	0.002
794.50	0.002
794.00	0.002
793.50	0.002
793.00	0.002
792.50	0.002
792.00	0.002
791.50	0.002
791.00	0.002
790.50	0.002
790.00	0.002
789.50	0.002
789.00	0.002
788.50	0.002
788.00	0.002
787.50	0.003
787.00	0.003
786.50	0.003
786.00	0.002
785.50	0.002
785.00	0.002
784.50	0.003
784.00	0.003
783.50	0.003
783.00	0.003
782.50	0.003
782.00	0.003
781.50	0.003
781.00	0.003
780.50	0.003
780.00	0.003
779.50	0.003
779.00	0.003
778.50	0.003
778.00	0.003
777.50	0.003
777.00	0.003
776.50	0.003
776.00	0.002
775.50	0.002
775.00	0.002
774.50	0.002
774.00	0.002
773.50	0.002
773.00	0.002
772.50	0.002
772.00	0.002
771.50	0.002
771.00	0.002
770.50	0.002
770.00	0.002
769.50	0.002
769.00	0.002
768.50	0.003
768.00	0.003
767.50	0.002
767.00	0.002
766.50	0.002
766.00	0.002
765.50	0.002
765.00	0.002
764.50	0.002
764.00	0.002
763.50	0.002
763.00	0.002
762.50	0.002
762.00	0.002
761.50	0.002
761.00	0.002
760.50	0.002
760.00	0.002
759.50	0.003
759.00	0.003
758.50	0.003
758.00	0.003
757.50	0.003
757.00	0.003
756.50	0.003
756.00	0.003
755.50	0.003
755.00	0.002
754.50	0.002
754.00	0.002
753.50	0.002
753.00	0.002
752.50	0.003
752.00	0.003
751.50	0.003
751.00	0.003
750.50	0.003
750.00	0.003
749.50	0.003
749.00	0.002
748.50	0.002
748.00	0.002
747.50	0.003
747.00	0.003
746.50	0.003
746.00	0.003
745.50	0.003
745.00	0.003
744.50	0.003
744.00	0.003
743.50	0.003
743.00	0.003
742.50	0.003
742.00	0.003
741.50	0.003
741.00	0.003
740.50	0.003
740.00	0.004
739.50	0.004
739.00	0.004
738.50	0.004
738.00	0.004
737.50	0.004
737.00	0.004
736.50	0.004
736.00	0.004
735.50	0.004
735.00	0.004
734.50	0.004
734.00	0.004
733.50	0.005
733.00	0.005
732.50	0.005
732.00	0.005
731.50	0.005
731.00	0.005
730.50	0.005
730.00	0.005
729.50	0.005
729.00	0.005
728.50	0.005
728.00	0.005
727.50	0.005
727.00	0.006
726.50	0.006
726.00	0.006
725.50	0.007
725.00	0.007
724.50	0.007
724.00	0.007
723.50	0.007
723.00	0.008
722.50	0.008
722.00	0.009
721.50	0.009
721.00	0.009
720.50	0.010
720.00	0.010
719.50	0.010
719.00	0.010
718.50	0.010
718.00	0.011
717.50	0.011
717.00	0.011
716.50	0.011
716.00	0.012
715.50	0.012
715.00	0.013
714.50	0.013
714.00	0.013
713.50	0.014
713.00	0.014
712.50	0.014
712.00	0.015
711.50	0.015
711.00	0.015
710.50	0.016
710.00	0.017
709.50	0.017
709.00	0.018
708.50	0.019
708.00	0.019
707.50	0.019
707.00	0.020
706.50	0.021
706.00	0.022
705.50	0.022
705.00	0.023
704.50	0.024
704.00	0.025
703.50	0.025
703.00	0.026
702.50	0.027
702.00	0.027
701.50	0.028
701.00	0.029
700.50	0.030
700.00	0.031
699.50	0.032
699.00	0.033
698.50	0.034
698.00	0.035
697.50	0.036
697.00	0.037
696.50	0.038
696.00	0.039
695.50	0.040
695.00	0.041
694.50	0.042
694.00	0.043
693.50	0.044
693.00	0.045
692.50	0.046
692.00	0.047
691.50	0.049
691.00	0.050
690.50	0.051
690.00	0.052
689.50	0.053
689.00	0.054
688.50	0.055
688.00	0.056
687.50	0.057
687.00	0.058
686.50	0.059
686.00	0.060
685.50	0.061
685.00	0.062
684.50	0.063
684.00	0.064
683.50	0.064
683.00	0.065
682.50	0.066
682.00	0.067
681.50	0.067
681.00	0.068
680.50	0.069
680.00	0.070
679.50	0.070
679.00	0.071
678.50	0.071
678.00	0.072
677.50	0.072
677.00	0.073
676.50	0.073
676.00	0.073
675.50	0.073
675.00	0.074
674.50	0.073
674.00	0.073
673.50	0.073
673.00	0.073
672.50	0.073
672.00	0.073
671.50	0.073
671.00	0.072
670.50	0.072
670.00	0.072
669.50	0.072
669.00	0.071
668.50	0.071
668.00	0.070
667.50	0.069
667.00	0.069
666.50	0.068
666.00	0.067
665.50	0.067
665.00	0.066
664.50	0.065
664.00	0.065
663.50	0.064
663.00	0.063
662.50	0.062
662.00	0.061
661.50	0.061
661.00	0.060
660.50	0.059
660.00	0.058
659.50	0.057
659.00	0.056
658.50	0.055
658.00	0.054
657.50	0.053
657.00	0.053
656.50	0.052
656.00	0.051
655.50	0.051
655.00	0.050
654.50	0.049
654.00	0.048
653.50	0.047
653.00	0.047
652.50	0.046
652.00	0.045
651.50	0.044
651.00	0.044
650.50	0.043
650.00	0.042
649.50	0.042
649.00	0.041
648.50	0.040
648.00	0.040
647.50	0.039
647.00	0.039
646.50	0.039
646.00	0.038
645.50	0.038
645.00	0.038
644.50	0.038
644.00	0.037
643.50	0.037
643.00	0.037
642.50	0.037
642.00	0.037
641.50	0.036
641.00	0.036
640.50	0.036
640.00	0.036
639.50	0.036
639.00	0.035
638.50	0.035
638.00	0.035
637.50	0.035
637.00	0.035
636.50	0.035
636.00	0.035
635.50	0.035
635.00	0.036
634.50	0.036
634.00	0.036
633.50	0.037
633.00	0.037
632.50	0.037
632.00	0.037
631.50	0.037
631.00	0.037
630.50	0.038
630.00	0.038
629.50	0.039
629.00	0.039
628.50	0.039
628.00	0.039
627.50	0.040
627.00	0.040
626.50	0.041
626.00	0.042
625.50	0.042
625.00	0.043
624.50	0.044
624.00	0.044
623.50	0.045
623.00	0.045
622.50	0.046
622.00	0.046
621.50	0.047
621.00	0.048
620.50	0.049
620.00	0.050
619.50	0.050
619.00	0.051
618.50	0.052
618.00	0.053
617.50	0.054
617.00	0.055
616.50	0.055
616.00	0.057
615.50	0.058
615.00	0.059
614.50	0.060
614.00	0.061
613.50	0.062
613.00	0.063
612.50	0.064
612.00	0.065
611.50	0.067
611.00	0.068
610.50	0.070
610.00	0.071
609.50	0.073
609.00	0.074
608.50	0.076
608.00	0.077
607.50	0.079
607.00	0.080
606.50	0.082
606.00	0.083
605.50	0.085
605.00	0.087
604.50	0.088
604.00	0.090
603.50	0.091
603.00	0.093
602.50	0.094
602.00	0.096
601.50	0.097
601.00	0.098
600.50	0.099
600.00	0.101
599.50	0.102
599.00	0.103
598.50	0.104
598.00	0.105
597.50	0.106
597.00	0.107
596.50	0.108
596.00	0.108
595.50	0.109
595.00	0.109
594.50	0.109
594.00	0.109
593.50	0.109
593.00	0.109
592.50	0.109
592.00	0.109
591.50	0.109
591.00	0.109
590.50	0.109
590.00	0.108
589.50	0.107
589.00	0.107
588.50	0.106
588.00	0.105
587.50	0.104
587.00	0.103
586.50	0.102
586.00	0.101
585.50	0.100
585.00	0.099
584.50	0.098
584.00	0.097
583.50	0.096
583.00	0.095
582.50	0.094
582.00	0.093
581.50	0.091
581.00	0.090
580.50	0.089
580.00	0.088
579.50	0.087
579.00	0.086
578.50	0.085
578.00	0.084
577.50	0.083
577.00	0.082
576.50	0.081
576.00	0.080
575.50	0.079
575.00	0.078
574.50	0.077
574.00	0.077
573.50	0.076
573.00	0.076
572.50	0.075
572.00	0.074
571.50	0.073
571.00	0.073
570.50	0.072
570.00	0.072
569.50	0.072
569.00	0.072
568.50	0.072
568.00	0.071
567.50	0.071
567.00	0.071
566.50	0.071
566.00	0.072
565.50	0.072
565.00	0.072
564.50	0.073
564.00	0.074
563.50	0.075
563.00	0.075
562.50	0.076
562.00	0.077
561.50	0.078
561.00	0.079
560.50	0.080
560.00	0.081
559.50	0.082
559.00	0.084
558.50	0.085
558.00	0.086
557.50	0.087
557.00	0.089
556.50	0.090
556.00	0.091
555.50	0.092
555.00	0.093
554.50	0.095
